video_id,label,modality,label_correct,modality_correct,suggested_labels,suggested_modality,reason,cleanup_verdict,cleanup_reason
8Z2qdI0LlN0_000011,duck quacking,,False,False,"[{""label"": ""goose honking"", ""modality"": ""visible""}]",visible,"The birds are geese, not ducks, and no quacking or other bird sounds are audible.",genuine,The animal is incorrect (geese vs. ducks) and the sound indicated by the label is not present.
8YSDo1wTo3M_000028,horse neighing,,False,False,"[{""label"": ""horse clip-clop"", ""modality"": ""both""}, {""label"": ""wind noise"", ""modality"": ""audible""}]",,"There is no horse neighing heard in the video. The horse's hoofbeats are audible as it moves on the ground, and there is prominent wind noise throughout the clip.",genuine,"Neighing is a vocalization that is absent, whereas the actual sound is the mechanical noise of hoofbeats."
8_2zsOKcxK0_000023,splashing water,,False,False,[],audible,There is no sound of splashing water present in the audio of this video.,genuine,The splashing sound described by the label is entirely absent from the audio.
8_vWCyWokX0_000079,"male speech, man speaking",,False,False,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}, {""label"": ""wind noise"", ""modality"": ""audible""}]",audible,There is no human speech in the audio; only the loud engine and wind noise are present.,genuine,"There is no human speech present in the audio at all, only engine and wind noise."
8_vWCyWokX0_000079,playing harp,,False,False,"[{""label"": ""driving snowmobile"", ""modality"": ""both""}, {""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",visible,There is no harp or harp music in the video; the clip features a snowmobile engine.,genuine,"The label refers to an instrument and music that are completely absent, replaced by the sound of an engine."
8ax7BlXzssY_000000,"child speech, kid speaking",,False,True,"[{""label"": ""people sneezing"", ""modality"": ""audible""}, {""label"": ""people coughing"", ""modality"": ""audible""}]",,"There is no child heard speaking in the clip. There are short, high-pitched sounds that are more likely sneezes or coughs.",genuine,Sneezing and coughing are fundamentally different sounds and actions than speaking.
8ax7BlXzssY_000000,wind noise,,False,True,[],,There is no wind noise present in the video; the background audio contains only room tone or kitchen appliance hums.,genuine,"The label refers to an environmental sound that is entirely absent, as the audio only contains appliance hums."
8inrvRctXQ0_000039,basketball bounce,,False,False,"[{""label"": ""playing squash"", ""modality"": ""both""}]",both,"The sound and visual action are of a squash ball being hit and bouncing, not a basketball.",genuine,The sound and action of squash are fundamentally different from basketball.
8inrvRctXQ0_000039,people burping,,False,False,"[{""label"": ""people giggling"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,There is no burping in the video; there is talking and laughing instead.,genuine,The label refers to an action (burping) that is completely absent from the clip.
8inrvRctXQ0_000039,playing table tennis,,False,False,"[{""label"": ""playing squash"", ""modality"": ""both""}]",both,"The players are on a squash court with squash rackets, not playing table tennis.",genuine,Squash is a fundamentally different sport than table tennis.
8je0jX-O_Eg_000057,opening or closing drawers,,False,True,"[{""label"": ""cupboard opening or closing"", ""modality"": ""visible""}]",,"The video consists of static images of wooden wardrobes or cupboards; there are no drawers being operated, nor is there any opening or closing action occurring.",genuine,The video consists of static images and lacks the action described by the label.
8mT-l6lcBsk_000260,baby laughter,,False,False,[],both,"There is a baby visible in the video, but it is not laughing at any point.",genuine,The label refers to an event (laughter) that does not occur in the clip.
8mT-l6lcBsk_000260,"female speech, woman speaking",,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",,"The person speaking throughout the video is a man, not a woman.",genuine,The gender of the speaker is fundamentally different from the label provided.
8msF1eDDeJM_000030,pumping water,,False,False,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",both,The video focuses on a hydraulic pump installation for an excavator; no water is present. The primary audio and visual element during the latter half is the machine's engine running.,genuine,The label refers to an action and substance (water) completely absent from the clip.
8oEdgb8iXYA_000001,"race car, auto racing",,False,False,"[{""label"": ""driving buses"", ""modality"": ""both""}, {""label"": ""driving motorcycle"", ""modality"": ""both""}]",both,"The vehicles in the video are a commercial bus and motorcycles in city traffic, not race cars.",genuine,"The source is fundamentally different as the video shows commercial buses and motorcycles in city traffic, not race cars."
8n2oR0jgQ5A_000021,shot football,,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}]",,No football is kicked or shot in the clip; the men are simply standing and talking while one of them holds the ball.,genuine,The label refers to a specific action (kicking/shooting) that is completely absent from the clip.
8ooVSXeHb94_000030,civil defense siren,,False,False,"[{""label"": ""church bell ringing"", ""modality"": ""both""}]",both,"The sound is a rhythmic bell ringing, not a continuous siren tone, and a bell is visually present.",genuine,"The sound source is fundamentally different, being a rhythmic church bell rather than a mechanical siren."
8pWn12F4M_8_000000,cricket chirping,,False,True,[],,The background chirping sounds are distinctively bird calls rather than the rhythmic chirping of crickets.,genuine,"The sound source is fundamentally different, as bird calls are distinct from insect chirping."
8pWn12F4M_8_000000,"male speech, man speaking",,False,False,[],audible,"There is no human speech, male or otherwise, present in the audio or video.",genuine,The label refers to human speech which is completely absent from the clip.
8rdFWmDjL9c_000030,wind rustling leaves,,False,False,"[{""label"": ""people cheering"", ""modality"": ""audible""}]",audible,There is no distinct sound of wind rustling leaves; the primary sounds other than the announcer and horse are the enthusiastic shouts and cheers from a woman off-camera. [suggested 'people shouting' not in label set],genuine,"The label refers to a sound (wind) that is completely absent, replaced by human cheering."
8sd513xQzV4_000030,"rowboat, canoe, kayak rowing",,False,False,"[{""label"": ""sailing"", ""modality"": ""both""}]",both,"The vessel in the video is a sailboat being propelled by its sails, not a rowboat or kayak being rowed.",genuine,The vessel and method of propulsion are fundamentally different (sailing vs. rowing).
8v9ggmYDE7I_000220,baby laughter,,False,False,"[{""label"": ""baby crying"", ""modality"": ""both""}, {""label"": ""people sobbing"", ""modality"": ""both""}]",both,"The child in the video is crying and whimpering, not laughing.",genuine,"The sound/visual source is fundamentally different as the child is crying, not laughing."
8vohm5gaLs8_000049,playing trumpet,,False,False,"[{""label"": ""people cheering"", ""modality"": ""audible""}]",audible,There is no trumpet being played in the video; a trumpet-like fanfare sound effect is heard from the bowling alley's scoring system along with people cheering.,genuine,"The label refers to an action (playing an instrument) that is completely absent, as it is a digital sound effect."
8wsYT1PRjIg_000074,skidding,,False,False,"[{""label"": ""car passing by"", ""modality"": ""both""}, {""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",both,"There is no visual or auditory indication of tires skidding or losing traction; instead, a police vehicle is seen and heard driving past.",genuine,The label refers to a specific event (tires skidding) that is completely absent from the audio and video.
8tnY9KIxKBo_000140,playing timpani,,False,False,"[{""label"": ""playing trombone"", ""modality"": ""both""}]",both,"There are no timpani in this performance; the prominent instruments are the trombone and the drum kit. If they were present, they would likely be both seen and heard.",genuine,Timpani are specific orchestral instruments that are completely absent from this jazz-style performance.
8tnY9KIxKBo_000140,playing tympani,,False,False,"[{""label"": ""playing trombone"", ""modality"": ""both""}]",both,Tympani (timpani) are not heard or seen in this clip; the percussion is provided by a standard drum kit.,genuine,Tympani are completely absent from the clip and are distinct from the standard drum kit present.
8yjxwQBqQAI_000070,"male speech, man speaking",,False,False,"[{""label"": ""wind noise"", ""modality"": ""audible""}, {""label"": ""wind rustling leaves"", ""modality"": ""both""}]",both,There is no man speaking or visible in the video; the primary features are the wind and a coyote in the brush.,genuine,There is no human speech present in the video; the audio consists of wind and animal sounds.
8yjxwQBqQAI_000070,singing bowl,,False,True,"[{""label"": ""wind noise"", ""modality"": ""audible""}]",,The only sound present in the video is loud wind noise; there is no singing bowl heard.,genuine,The label refers to an object and sound that is entirely absent from the clip.
8zkxGLEdFbQ_000030,telephone bell ringing,,False,False,[],both,There is no telephone ringing sound or visual present in the video.,genuine,The sound and visual of a telephone ringing are completely absent from the video.
9-9mhVrDiQA_000329,people sneezing,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",audible,There is no sound of anyone sneezing in the clip; only a man speaking is heard.,genuine,The sound of sneezing is completely absent; the only audio is a man speaking.
90q-9qr7-Qg_000075,cricket chirping,,False,True,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}]",,"The background audio contains various birds chirping and singing, but no distinct cricket sounds are audible.",genuine,"The sound source is fundamentally different; the audio contains birds, not insects."
966I5NCjnsg_000030,people babbling,,False,True,"[{""label"": ""whale calling"", ""modality"": ""audible""}]",,"There is no sound of a crowd babbling. The audio consists of a woman speaking and a sound that resembles a whale calling, which corresponds to the images of orcas.",genuine,"The label refers to a crowd sound that is entirely absent, as the audio actually contains a whale call and a single speaker."
95qXTEP3nQw_000014,horse neighing,,False,False,[],both,There are no audible horse vocalizations such as neighing in this clip.,genuine,The specific vocalization labeled is completely absent from the clip.
968-Xp6L-to_000083,ripping paper,,False,False,[],,There is no ripping paper sound or action in the video. The clip shows a person holding a craft made of straws and then displaying sheets of stickers.,genuine,The action and sound of ripping paper are entirely absent; the video shows stickers and straws.
96a4smrM_30_000030,driving buses,,False,True,"[{""label"": ""tractor digging"", ""modality"": ""both""}]",,"The vehicle shown is a large heavy mining or construction truck (Komatsu), not a bus.",genuine,A heavy mining truck is fundamentally different from a bus in both appearance and function.
97YPMW9eNlA_000407,"male speech, man speaking",,False,False,"[{""label"": ""people eating noodle"", ""modality"": ""both""}, {""label"": ""people eating"", ""modality"": ""both""}]",both,"There is no speech in the video; instead, two children are eating noodles and crunchy cucumbers.",genuine,"Speech is entirely absent from the clip, which features children eating instead."
97YPMW9eNlA_000407,police car (siren),,False,True,"[{""label"": ""people eating noodle"", ""modality"": ""both""}, {""label"": ""lip smacking"", ""modality"": ""audible""}]",,There are no sirens or police vehicles present; the audio only contains eating and crunching sounds.,genuine,The label refers to a specific emergency vehicle sound that is completely absent.
9888dOKNSBs_000030,thunder,,False,False,[],both,There is no sound or visual evidence of thunder in this indoor video of a guitar performance.,genuine,The sound of thunder is completely absent from this indoor performance video.
98T0aXt-aq0_000190,"bird chirping, tweeting",,False,False,"[{""label"": ""elephant trumpeting"", ""modality"": ""both""}]",both,"The high-pitched sounds are actually vocalizations made by the elephants, not birds.",genuine,"The source of the sound is fundamentally different, as the audio features elephants rather than birds."
99A5reksPts_000520,playing bass guitar,,False,False,"[{""label"": ""bee  wasp  etc. buzzing"", ""modality"": ""audible""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",audible,There is no bass guitar or music in the clip; it features a man talking about beehive frames with insect buzzing in the background.,genuine,The label refers to an instrument and activity that are entirely absent from the clip.
9A4wz85FItc_000154,skateboarding,,False,True,"[{""label"": ""skiing"", ""modality"": ""both""}, {""label"": ""wind noise"", ""modality"": ""audible""}]",,"The video takes place on a snowy slope where people are skiing and snowboarding; there is no skateboarding occurring. Additionally, there is audible wind noise.",genuine,"The activity in the video is fundamentally different from skateboarding, taking place on snow with different equipment."
9BIA1d9MOlA_000030,car engine starting,,False,True,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""audible""}, {""label"": ""driving motorcycle"", ""modality"": ""both""}]",,"The audio features a motorcycle engine revving and accelerating, not a car engine starting.",genuine,A motorcycle engine is a fundamentally different sound source from a car engine.
9BIA1d9MOlA_000030,"race car, auto racing",,False,True,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""audible""}, {""label"": ""driving motorcycle"", ""modality"": ""both""}]",,"The audio contains the sound of a motorcycle engine, which is distinct from that of a race car.",genuine,A motorcycle is categorically different from a race car.
9Cy3tjg1tVw_000030,"male speech, man speaking",,False,False,"[{""label"": ""playing trumpet"", ""modality"": ""both""}, {""label"": ""playing french horn"", ""modality"": ""both""}]",both,"There is no speech in the video; instead, several men are playing brass instruments.",genuine,The clip features music and instruments rather than the labeled activity of speech.
9EsgN-WS2qY_000030,playing didgeridoo,,False,False,"[{""label"": ""car engine idling"", ""modality"": ""audible""}, {""label"": ""wind noise"", ""modality"": ""audible""}]",audible,There is no didgeridoo music present; the background audio consists of a truck engine and wind noise.,genuine,"The labeled instrument is completely absent from the clip, which features unrelated mechanical sounds."
9FnCP6GoFOs_000000,"vehicle horn, car horn, honking",,False,True,"[{""label"": ""police car (siren)"", ""modality"": ""both""}]",,There is no car horn honking in the clip; the audio consists entirely of a police siren.,genuine,A police siren is a distinct category of sound from a car horn honking.
9Hq9rf0XgrI_000132,cattle mooing,,False,False,"[{""label"": ""sheep bleating"", ""modality"": ""both""}]",both,"The animals in the video are sheep, and they are making bleating sounds, not mooing sounds.",genuine,"Sheep are fundamentally different animals from cattle, and bleating is a different sound from mooing."
9IMO27jHA6o_000200,people belly laughing,,False,False,"[{""label"": ""people finger snapping"", ""modality"": ""both""}]",both,"There is no laughter in the clip. Instead, the video features male speech and a prominent finger snap at the transition between scenes.",genuine,The labeled activity of laughter is completely absent from the clip.
9J8sce4390s_000106,"female speech, woman speaking",,False,False,"[{""label"": ""male singing"", ""modality"": ""both""}, {""label"": ""playing banjo"", ""modality"": ""both""}, {""label"": ""playing mandolin"", ""modality"": ""both""}]",both,There is no audible female speech in the clip; the primary sounds are music and male singing.,genuine,The label is unambiguously wrong as the clip features singing and music instead of speech.
9J8sce4390s_000106,playing electric guitar,,False,False,"[{""label"": ""playing banjo"", ""modality"": ""both""}, {""label"": ""playing mandolin"", ""modality"": ""both""}]",both,The band is playing acoustic instruments; there are no electric guitars present or audible.,genuine,The instrument source is fundamentally different (acoustic banjo/mandolin vs electric guitar).
9IuFwl2AtcI_000030,people babbling,,False,False,[],,There is no babbling or crowd noise; only one woman speaking and a baby making fussing/crying sounds.,genuine,Babbling or crowd noise is fundamentally different from a single person speaking and a baby crying.
9JwAddAl120_000310,opening or closing drawers,,False,False,"[{""label"": ""cupboard opening or closing"", ""modality"": ""both""}, {""label"": ""people eating"", ""modality"": ""both""}]",both,"There are no drawers being opened or closed; instead, a child is seen and heard opening a refrigerator door, and a man is seen eating.",genuine,The action of opening a refrigerator door is distinctly different from opening a drawer.
9KxwnbkRskU_000000,wind rustling leaves,,False,True,[],,"While there is vegetation visible outside the train, there is no audible or clearly visible wind rustling the leaves.",genuine,The labeled event is entirely absent from both the audio and the video despite the presence of trees.
9NqbHNzuV64_000090,cricket chirping,,False,True,"[{""label"": ""lions growling"", ""modality"": ""both""}, {""label"": ""lions roaring"", ""modality"": ""both""}]",,There are no audible cricket sounds in the clip; the primary sound is the lions vocalizing.,genuine,The label refers to an animal sound that is completely absent and unrelated to the actual audio of lions.
9OcAwC8y-eQ_000030,car passing by,,False,False,"[{""label"": ""tractor digging"", ""modality"": ""both""}, {""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",both,"The vehicles in the video are tractors working on a silage pile, not cars passing by.",genuine,Tractors working on a pile is a fundamentally different event and vehicle type than a car passing by.
9QjGgc1UkkU_000044,car passing by,,False,False,"[{""label"": ""playing congas"", ""modality"": ""both""}]",both,"There is no car present in the video; instead, a man is playing congas.",genuine,The label refers to an object and event that are completely absent from the video.
9QjGgc1UkkU_000044,helicopter,,False,False,"[{""label"": ""playing congas"", ""modality"": ""both""}]",audible,There is no helicopter sound in the audio; the predominant sound is the playing of congas.,genuine,The sound of congas is fundamentally different from the sound of a helicopter.
9PdzaYwgQBE_000030,running electric fan,,False,False,"[{""label"": ""pumping water"", ""modality"": ""both""}]",both,"The whirring sound comes from the water pump's motor, which is visible in the clip, not an electric fan.",genuine,"A water pump and an electric fan are fundamentally different mechanical sources, despite having similar motor whirs."
9SZC5O-gwAI_000263,sea lion barking,,False,True,"[{""label"": ""splashing water"", ""modality"": ""both""}]",,"No sea lions are present in the audio or video. The visuals show orcas and a humpback whale, with splashing water visible at the beginning.",genuine,The label identifies a specific animal sound that is entirely absent; whales and sea lions are fundamentally different.
9Vg_aX3jhjU_000020,playing bassoon,,False,False,"[{""label"": ""civil defense siren"", ""modality"": ""both""}, {""label"": ""female speech  woman speaking"", ""modality"": ""audible""}, {""label"": ""police radio chatter"", ""modality"": ""audible""}]",both,"There is no bassoon or any musical instrument being played. The audio consists of a civil defense siren, DTMF tones, and a woman's voice from a central dispatch radio.",genuine,A civil defense siren is fundamentally different from a musical instrument like a bassoon.
9VLCK2iTxhY_000240,pumping water,,False,True,"[{""label"": ""spraying water"", ""modality"": ""both""}, {""label"": ""engine accelerating  revving  vroom"", ""modality"": ""audible""}]",,"The video shows a leaf blower or similar device blowing air into the water, causing it to spray and splash, rather than a pump moving water through a system.",genuine,The mechanical process of a leaf blower moving air to splash water is fundamentally different from a pump moving water through a system.
9VMXgZ4ihTM_000138,lip smacking,,False,False,"[{""label"": ""wind noise"", ""modality"": ""audible""}]",audible,There is no lip smacking heard or seen in the video. The clip features wind noise in the background.,genuine,"The label refers to a specific human vocal sound that is entirely absent, with only wind noise present."
9W1W43n9-3g_000037,chicken crowing,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,There is no chicken visible or audible in the video; it features two men demonstrating a shaving technique with one man speaking to the camera.,genuine,"The label is completely incorrect as there are no animals present, only humans speaking."
9WWZUjBE5HA_000079,"bird chirping, tweeting",,False,True,"[{""label"": ""striking pool"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",,There are no bird sounds in the audio; only the sounds of pool balls and a man speaking are present.,genuine,The label refers to an animal sound that is entirely absent from a video about playing pool.
9WWZUjBE5HA_000079,cattle mooing,,False,False,"[{""label"": ""striking pool"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",both,No cattle are visible or audible in the video; the clip shows a man playing pool.,genuine,"The label is entirely unrelated to the actual content of the video, which features pool playing."
9WWZUjBE5HA_000079,cheetah chirrup,,False,False,"[{""label"": ""striking pool"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",both,There are no cheetahs in the video; the clip features pool playing.,genuine,"The label is entirely unrelated to the actual content of the video, which features pool playing."
9WWZUjBE5HA_000079,cow lowing,,False,False,"[{""label"": ""striking pool"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",both,No cows are present in the video; the content is about playing pool.,genuine,"The label is entirely unrelated to the actual content of the video, which features pool playing."
9WtDINM2mNc_000237,planing timber,,False,True,"[{""label"": ""car engine idling"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""both""}]",,The video is about a car engine being inspected by a mechanic; there is no timber or planing involved.,genuine,The label describes a woodworking activity that is completely absent from this automotive video.
9WtDINM2mNc_000237,tractor digging,,False,True,"[{""label"": ""car engine idling"", ""modality"": ""audible""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",,"The audio consists of a car engine idling and a man speaking, not a tractor digging.",genuine,The label describes heavy machinery work that is completely absent from this video of a car engine.
9XHRHFTY0iU_000409,"bird chirping, tweeting",,False,True,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}]",,The video takes place in an indoor gymnasium with no birds present or heard.,genuine,The label identifies birds in an indoor gymnasium setting where none are present.
9YSvwsbk9Dw_000040,ocean burbling,,False,True,"[{""label"": ""waterfall burbling"", ""modality"": ""both""}]",,"The location is a large waterfall (Iguazu Falls), not the ocean.",genuine,A waterfall is a fundamentally different water source and environment than the ocean.
9YSvwsbk9Dw_000040,"rowboat, canoe, kayak rowing",,False,False,"[{""label"": ""waterfall burbling"", ""modality"": ""both""}, {""label"": ""splashing water"", ""modality"": ""both""}]",both,There are no boats or rowing activities in the video; the audio and visuals are dominated by the waterfall.,genuine,The label refers to activities and objects that are completely absent from the clip.
9ZYj5toEbGA_000000,people crowd,,False,True,[],,There is no audible sound of a crowd; only ambient noise and the sounds of skateboarding are present.,genuine,"The specific sound of a crowd is absent, with only ambient noise and skateboarding sounds present."
9ZYj5toEbGA_000000,playing zither,,False,True,[],,There is no zither or any other musical instrument playing in the video.,genuine,The musical instrument and associated sound are completely absent from the video.
9ZBaKqh-Bmk_000131,"male speech, man speaking",,False,True,"[{""label"": ""lawn mowing"", ""modality"": ""audible""}]",,"There is no male speech heard in the audio. Instead, there is a prominent background sound of a motor, likely from a lawn mower.",genuine,"The sound source is fundamentally different, identified as a motor rather than human speech."
9ZBaKqh-Bmk_000131,splashing water,,False,True,[],,There is no splashing water seen or heard in the video; the alligators are mostly stationary in mud or very shallow water.,genuine,The action of splashing is absent as the subjects are stationary in mud or shallow water.
9ZClVJ2V7bA_000022,cell phone buzzing,,False,False,[],,"The video shows a cell phone being operated by pressing its buttons, which produces clicking sounds. There is no audible or visible vibration or buzzing sound typical of a phone's vibration motor or notification.",genuine,Button clicks are a fundamentally different mechanical sound than the vibration/buzzing of a phone motor.
9ZBaKqh-Bmk_000027,sea waves,,False,False,[],visible,"The body of water shown is a calm pond or lake, and there are no sea waves present in the video.",genuine,A calm pond or lake is a fundamentally different body of water than sea waves.
9_L9CXHPd9M_000100,"motorboat, speedboat acceleration",,False,False,"[{""label"": ""sailing"", ""modality"": ""both""}, {""label"": ""sea waves"", ""modality"": ""both""}]",both,"The video shows a sailboat, not a motorboat, and there is no audible engine acceleration.",genuine,"A sailboat is fundamentally different from a motorboat, and the specific sound of engine acceleration is absent."
9cYVBOJmXIw_000030,dog barking,,False,True,[],,"The dog is visible but it is not barking; it is chewing on a toy or bone, while the man is the only one making vocal sounds. [suggested 'male speech, man speaking' not in label set]",genuine,The specific sound of barking is completely absent as the dog is only chewing.
9cYVBOJmXIw_000030,dog bow-wow,,False,True,[],,"The dog does not bark or make any vocalizations; it is chewing quietly while the man speaks to it. [suggested 'male speech, man speaking' not in label set]",genuine,The dog is not making vocalizations; the sound is entirely absent.
9e6oA02wk94_000020,"male speech, man speaking",,False,True,"[{""label"": ""singing bowl"", ""modality"": ""both""}]",,There is no male speech heard in the audio; only the sound of the singing bowl.,genuine,"The sound source is fundamentally different, being a musical instrument rather than speech."
9e6oA02wk94_000020,playing harmonica,,False,False,"[{""label"": ""singing bowl"", ""modality"": ""both""}]",both,"The instrument shown is a singing bowl, not a harmonica.",genuine,A singing bowl is a fundamentally different instrument than a harmonica.
9c9dRz8t4bI_000152,playing electric guitar,,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""electric grinder grinding"", ""modality"": ""both""}]",,There is no guitar music or any musical instrument present in the video; the audio consists of speech and the sound of the grinder.,genuine,The labeled instrument and activity are completely absent from the video.
9ipjwnbdxmg_000120,fox barking,,False,True,"[{""label"": ""coyote howling"", ""modality"": ""both""}]",,"The animal is a coyote howling, not a fox barking.",genuine,The animal species and the specific vocalization are fundamentally different.
9jVVZ1Y9Alc_000134,people hiccup,,False,False,"[{""label"": ""ferret dooking"", ""modality"": ""both""}]",both,"The sound heard is actually a ferret 'dooking,' which is a soft, rhythmic vocalization made by ferrets, and the ferret is clearly visible in the video.",genuine,"The sound source is an animal rather than a human, which is a fundamental category error."
9lkeWpzWNDM_000080,car engine starting,,False,True,"[{""label"": ""pumping water"", ""modality"": ""both""}]",,"The sound heard is the mechanical hum of an electric water pump, not a vehicle engine starting.",genuine,"The sound source is a water pump, which is fundamentally different from a car engine."
9lkeWpzWNDM_000080,splashing water,,False,False,"[{""label"": ""pumping water"", ""modality"": ""both""}]",both,The clip focuses on the pump mechanism and its humming sound rather than the visual or auditory characteristics of splashing water.,genuine,The clip focuses on a mechanical pump and lacks the specific visual or auditory characteristics of splashing water.
9mEfikl6mAM_000029,chimpanzee pant-hooting,,False,False,[],both,"The video shows a young chimpanzee climbing and swinging on ropes and branches, but it is not performing the specific 'pant-hooting' vocalization or behavioral display. Pant-hooting involves distinct mouth movements and loud vocalizations, neither of which are present in this clip.",genuine,The specific vocalization and behavioral display labeled are entirely absent from the clip.
9nNBz3phufo_000040,slot machine,,False,True,[],,"The video shows a toy vending machine, not a slot machine, and none of the characteristic sounds or visuals of a slot machine are present.",genuine,A toy vending machine is fundamentally different from a slot machine in both function and sound.
9nmXhr76EkI_000230,wind noise,,False,True,"[{""label"": ""people clapping"", ""modality"": ""audible""}]",,There is no wind noise in the recording; the background audio consists of ambient arena noise and people clapping.,genuine,The source is fundamentally different; ambient arena noise and clapping are not wind.
9r7v3hhUtY4_000004,door slamming,,False,True,"[{""label"": ""cupboard opening or closing"", ""modality"": ""both""}]",,"The sounds produced are light clicks and thumps from a small panel, not the loud impact of a door slamming.",genuine,A small hinged panel clicking is fundamentally different from a door slamming.
9r7v3hhUtY4_000004,opening or closing drawers,,False,True,"[{""label"": ""cupboard opening or closing"", ""modality"": ""both""}]",,"The object is a hinged panel on the ceiling, not a sliding drawer.",genuine,"The object is a ceiling panel, which is not a drawer."
9ppa4lXXspA_000030,wind noise,,False,False,"[{""label"": ""vacuum cleaner cleaning floors"", ""modality"": ""both""}]",both,"There is no wind noise in this indoor setting; the consistent mechanical sound is produced by the robotic vacuum cleaner, which is also visible.",genuine,The mechanical sound of a vacuum cleaner is fundamentally different from wind noise.
9ppa4lXXspA_000030,wind rustling leaves,,False,False,"[{""label"": ""vacuum cleaner cleaning floors"", ""modality"": ""both""}]",both,The video takes place indoors and lacks wind or foliage; the sound and movement belong to the robotic vacuum cleaner.,genuine,"The source is a robotic vacuum indoors, not wind or foliage."
9rXAmXuAOw8_000000,"bird chirping, tweeting",,False,False,"[{""label"": ""child speech  kid speaking"", ""modality"": ""audible""}, {""label"": ""crow cawing"", ""modality"": ""visible""}]",visible,"The audio is a child's voice imitating a bird, not an actual bird chirping. Visually, the bird is a crow, which typically caws or squawks rather than chirps.",genuine,The audio source is a human child imitating a bird rather than an actual bird.
9skENGpT1_8_000000,"ice cream truck, ice cream van",,False,True,"[{""label"": ""railroad car  train wagon"", ""modality"": ""both""}, {""label"": ""subway  metro  underground"", ""modality"": ""both""}]",,The video shows a train at a station and plays a departure melody; there is no ice cream truck or van in the clip.,genuine,The label refers to an object (ice cream truck) completely absent from the train-related clip.
9sxNlZsWmS0_000009,coyote howling,,False,True,"[{""label"": ""dog barking"", ""modality"": ""audible""}, {""label"": ""cricket chirping"", ""modality"": ""audible""}]",,The audio features domestic dogs barking and crickets chirping; there are no coyote vocalizations present.,genuine,The sound sources (dogs and crickets) are fundamentally different from a coyote.
9uTzThSwQ80_000580,train whistling,,False,True,[],,There is no sound of a train whistle or horn in the audio track of this clip.,genuine,The specific sound of a train whistle is completely absent from the audio.
9uSTEQy8DKg_000030,chicken crowing,,False,False,"[{""label"": ""duck quacking"", ""mdality"": ""both""}, {""label"": ""bird squawking"", ""modality"": ""both""}, {""label"": ""spraying water"", ""modality"": ""both""}]",audible,"The loud rhythmic vocalization is actually produced by the mother duck (visible quacking), not a chicken. Additionally, no chickens are visible in the video. A water sprayer is also visible and audible in the background.",genuine,"The sound is produced by a duck, which is a fundamentally different animal source."
9uj350nZ-D4_000010,"donkey, ass braying",,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}, {""label"": ""people belly laughing"", ""modality"": ""both""}]",both,The sound is actually a man mimicking a donkey's braying as a joke; no real donkey is present or heard.,genuine,The sound source is a human mimicking an animal rather than the actual animal labeled.
9wMeb3Q-IiQ_000030,crow cawing,,False,True,"[{""label"": ""chicken crowing"", ""modality"": ""both""}]",,"The bird in the video is a chicken (rooster) crowing, not a crow (bird) cawing.",genuine,A chicken and a crow are fundamentally different bird species.
9wW-losmGws_000097,"male speech, man speaking",,False,True,"[{""label"": ""playing banjo"", ""modality"": ""both""}, {""label"": ""playing washboard"", ""modality"": ""both""}]",,"There is no male speech in the video; the audio consists of music from a banjo, washboard, and a blowing instrument.",genuine,The clip consists entirely of instrumental music with no speech present.
9wW-losmGws_000097,mouse pattering,,False,True,"[{""label"": ""playing washboard"", ""modality"": ""both""}]",,"The rhythmic tapping/scraping sound is from the washboard being played, not a mouse.",genuine,The sound source is an instrument (washboard) rather than a biological source.
9wW-losmGws_000097,playing squash,,False,True,"[{""label"": ""playing banjo"", ""modality"": ""both""}, {""label"": ""playing washboard"", ""modality"": ""both""}]",,No one is playing squash in the video; it is a musical performance.,genuine,The label refers to a sport that is not occurring in the musical video.
