id,label,original,modality
Fl_gvQ9bPvM_000129,"male speech, man speaking",False,A
Fs462T7ODUQ_000030,"bird chirping, tweeting",False,-
Fs462T7ODUQ_000030,sliding door,True,AV
GI3Vdc5WHJA_000214,"bird chirping, tweeting",False,A
GI3Vdc5WHJA_000214,warbler chirping,True,A
GU782ddSBvk_000390,playing timpani,True,AV
GkStiQ3hR5g_000220,"bird chirping, tweeting",False,A
GkStiQ3hR5g_000220,chicken clucking,False,-
GkStiQ3hR5g_000220,chicken crowing,True,AV
GkStiQ3hR5g_000220,wind noise,False,-
GkStiQ3hR5g_000220,wind rustling leaves,False,-
Gp8F6AaP1OM_000053,"child speech, kid speaking",False,AV
Gp8F6AaP1OM_000053,children shouting,True,-
Gp8F6AaP1OM_000053,"female speech, woman speaking",False,A
Gp8F6AaP1OM_000053,people crowd,False,-
GxTD3hqJoM0_000146,"male speech, man speaking",False,A
GxTD3hqJoM0_000146,writing on blackboard with chalk,True,-
H9nKSRtcxiY_000080,"bird chirping, tweeting",False,A
H9nKSRtcxiY_000080,turkey gobbling,True,AV
H9nKSRtcxiY_000080,wind noise,False,-
HeLV1buhzpI_000030,baby laughter,False,AV
HeLV1buhzpI_000030,dog barking,False,A
HeLV1buhzpI_000030,people belly laughing,True,AV
HeLV1buhzpI_000030,people sniggering,False,AV
HzXWXYxXyYA_000050,male singing,False,A
HzXWXYxXyYA_000050,playing bass guitar,True,AV
HzXWXYxXyYA_000050,playing drum kit,False,A
I5f96kvSXzU_000004,air horn,True,AV
I5f96kvSXzU_000004,foghorn,False,AV
I5f96kvSXzU_000004,"vehicle horn, car horn, honking",False,-
ILv7AQF-ltI_000030,"bird chirping, tweeting",True,AV
ILv7AQF-ltI_000030,owl hooting,False,AV
ILv7AQF-ltI_000030,wind noise,False,-
IMWPb20akf8_000051,playing drum kit,False,-
IMWPb20akf8_000051,playing synthesizer,False,A
IMWPb20akf8_000051,playing timpani,False,-
IMWPb20akf8_000051,slot machine,True,AV
IiCNAp2sR9c_000030,beat boxing,False,-
IiCNAp2sR9c_000030,child singing,False,AV
IiCNAp2sR9c_000030,female singing,False,AV
IiCNAp2sR9c_000030,male singing,False,AV
IiCNAp2sR9c_000030,people humming,False,AV
IiCNAp2sR9c_000030,singing choir,True,AV
Ind-moQb3tc_000006,"bird chirping, tweeting",False,A
Ind-moQb3tc_000006,turkey gobbling,True,A
Iuq6qxeDVR0_000190,"bird chirping, tweeting",False,AV
Iuq6qxeDVR0_000190,francolin calling,True,AV
Iuq6qxeDVR0_000190,"male speech, man speaking",False,A
JEbcpvPiz5s_000280,"bird chirping, tweeting",False,AV
JEbcpvPiz5s_000280,black capped chickadee calling,True,AV
JEbcpvPiz5s_000280,wind noise,False,-
JV_iMt0idTU_000019,elk bugling,True,AV
JV_iMt0idTU_000019,wind noise,False,-
JgxnHxZXzrI_000011,fireworks banging,False,-
JgxnHxZXzrI_000011,lighting firecrackers,True,-
JrbVM5zjdug_000030,"male speech, man speaking",False,A
JrbVM5zjdug_000030,playing electric guitar,False,AV
JrbVM5zjdug_000030,tapping guitar,True,AV
JzRb1OVpat0_000030,playing theremin,True,A
JzRb1OVpat0_000030,"playing violin, fiddle",False,-
K2TcJFtuvDE_000006,children shouting,False,-
K2TcJFtuvDE_000006,foghorn,True,-
K2TcJFtuvDE_000006,orchestra,False,-
K2TcJFtuvDE_000006,playing acoustic guitar,False,-
K2TcJFtuvDE_000006,playing bass guitar,False,-
K2TcJFtuvDE_000006,playing harp,False,A
K2TcJFtuvDE_000006,playing piano,False,-
K2TcJFtuvDE_000006,"playing violin, fiddle",False,A
K2nicVw_XRM_000089,children shouting,False,AV
K2nicVw_XRM_000089,orchestra,False,-
K2nicVw_XRM_000089,people booing,False,-
K2nicVw_XRM_000089,people cheering,True,AV
K2nicVw_XRM_000089,people clapping,False,AV
K2nicVw_XRM_000089,people crowd,False,-
K2nicVw_XRM_000089,people screaming,False,AV
K2nicVw_XRM_000089,people whistling,False,AV
K2nicVw_XRM_000089,playing bass guitar,False,-
K2nicVw_XRM_000089,playing drum kit,False,A
K2nicVw_XRM_000089,playing trumpet,False,A
KVuoi20iigU_000280,lighting firecrackers,True,AV
KVuoi20iigU_000280,wind noise,False,-
KiA1NLu5MCo_000001,snake hissing,True,AV
KiyyzCJy3Vk_000077,"female speech, woman speaking",False,AV
KiyyzCJy3Vk_000077,otter growling,True,V
KiyyzCJy3Vk_000077,playing piano,False,-
KmBaE7ozWow_000030,"female speech, woman speaking",False,-
KmBaE7ozWow_000030,male singing,False,AV
KmBaE7ozWow_000030,"male speech, man speaking",False,-
KmBaE7ozWow_000030,playing bass guitar,False,-
KmBaE7ozWow_000030,playing ukulele,True,AV
Kp3-Drt61_M_000011,baby laughter,False,AV
Kp3-Drt61_M_000011,"female speech, woman speaking",False,AV
Kp3-Drt61_M_000011,people belly laughing,False,-
Kp3-Drt61_M_000011,people giggling,True,AV
L7E5Tv357Ys_000040,air conditioning noise,True,AV
L7E5Tv357Ys_000040,wind noise,False,-
LWKaNv6asYM_000264,cell phone buzzing,True,-
LWKaNv6asYM_000264,"male speech, man speaking",False,A
Lhuh4mKOTqY_000109,"female speech, woman speaking",False,-
Lhuh4mKOTqY_000109,foghorn,True,-
Lhuh4mKOTqY_000109,male singing,False,A
Lhuh4mKOTqY_000109,"male speech, man speaking",False,V
Lhuh4mKOTqY_000109,playing acoustic guitar,False,-
Lhuh4mKOTqY_000109,playing bass guitar,False,A
Lhuh4mKOTqY_000109,playing bassoon,False,-
Lhuh4mKOTqY_000109,playing electric guitar,False,-
Lhuh4mKOTqY_000109,playing saxophone,False,-
Lhuh4mKOTqY_000109,"playing violin, fiddle",False,A
LsphcdJi4Ss_000025,cell phone buzzing,True,AV
LsphcdJi4Ss_000025,"male speech, man speaking",False,A
M14YsutGzIk_000005,"bird chirping, tweeting",False,AV
M14YsutGzIk_000005,cuckoo bird calling,True,AV
M14YsutGzIk_000005,wind noise,False,-
M1pPtg6a_g8_000230,female singing,False,-
M1pPtg6a_g8_000230,"female speech, woman speaking",False,A
M1pPtg6a_g8_000230,male singing,False,A
M1pPtg6a_g8_000230,"male speech, man speaking",False,-
M1pPtg6a_g8_000230,playing drum kit,False,A
M1pPtg6a_g8_000230,playing piano,True,A
M1pPtg6a_g8_000230,playing synthesizer,False,-
M1pPtg6a_g8_000230,rapping,False,-
MCkQ9sVaOhw_000010,"bird chirping, tweeting",False,AV
MCkQ9sVaOhw_000010,bird wings flapping,True,AV
MCkQ9sVaOhw_000010,people whistling,False,-
MDx46d28I20_000026,"child speech, kid speaking",False,A
MDx46d28I20_000026,people eating,False,-
MDx46d28I20_000026,people eating apple,False,-
MDx46d28I20_000026,playing darts,True,-
MDx46d28I20_000026,playing piano,False,-
MDx46d28I20_000026,playing synthesizer,False,-
MWWihdWE2FE_000060,"female speech, woman speaking",False,A
MWWihdWE2FE_000060,mouse clicking,False,A
MWWihdWE2FE_000060,typing on computer keyboard,True,A
Mr--N4d6lIM_000323,"child speech, kid speaking",False,-
Mr--N4d6lIM_000323,"male speech, man speaking",True,AV
Mr--N4d6lIM_000323,playing drum kit,False,A
Mr87MY9Vdiw_000002,sea lion barking,True,AV
Mr87MY9Vdiw_000002,splashing water,False,AV
Mr87MY9Vdiw_000002,waterfall burbling,False,AV
NKvL6apPfhw_000000,"bird chirping, tweeting",False,AV
NKvL6apPfhw_000000,owl hooting,True,AV
NKvL6apPfhw_000000,playing acoustic guitar,False,A
NKvL6apPfhw_000000,playing bass guitar,False,A
NKvL6apPfhw_000000,playing drum kit,False,A
NKvL6apPfhw_000000,playing electric guitar,False,A
NMQiKrTkl10_000039,"male speech, man speaking",False,A
NMQiKrTkl10_000039,ocean burbling,False,-
NMQiKrTkl10_000039,playing synthesizer,False,-
NMQiKrTkl10_000039,sea waves,False,V
NMQiKrTkl10_000039,volcano explosion,True,AV
NMQiKrTkl10_000039,wind noise,False,-
NjeQbXpuIIk_000081,underwater bubbling,True,AV
Nq-jBzkOKwA_000004,"male speech, man speaking",False,A
Nq-jBzkOKwA_000004,opening or closing car doors,True,-
NvArhDtBvcg_000030,singing bowl,True,A
O5v1-O5A-f0_000410,baby crying,False,A
O5v1-O5A-f0_000410,children shouting,False,-
O5v1-O5A-f0_000410,"female speech, woman speaking",False,A
O5v1-O5A-f0_000410,people sobbing,True,-
O8S1mItzKFk_000115,disc scratching,True,-
O8S1mItzKFk_000115,female singing,False,-
O8S1mItzKFk_000115,playing bass guitar,False,A
O8S1mItzKFk_000115,playing drum kit,False,A
O8S1mItzKFk_000115,playing synthesizer,False,A
O8S1mItzKFk_000115,singing choir,False,-
Oc9azgD3RJ8_000030,air conditioning noise,False,-
Oc9azgD3RJ8_000030,baby babbling,False,-
Oc9azgD3RJ8_000030,baby laughter,False,AV
Oc9azgD3RJ8_000030,female singing,False,A
Oc9azgD3RJ8_000030,"male speech, man speaking",False,-
Oc9azgD3RJ8_000030,people babbling,True,AV
OifvajLsn5I_000030,"bird chirping, tweeting",False,-
OifvajLsn5I_000030,cricket chirping,False,-
OifvajLsn5I_000030,horse neighing,True,AV
OifvajLsn5I_000030,playing ukulele,False,-
OrVb-GSGKPI_000032,"bee, wasp, etc. buzzing",False,A
OrVb-GSGKPI_000032,"fly, housefly buzzing",True,AV
OrVb-GSGKPI_000032,mosquito buzzing,False,-
OrVb-GSGKPI_000032,people screaming,False,-
OrVb-GSGKPI_000032,people slapping,False,-
PEbtGD3Tgpo_000062,cell phone buzzing,True,-
PEbtGD3Tgpo_000062,"male speech, man speaking",False,A
PEbtGD3Tgpo_000062,playing piano,False,-
PEbtGD3Tgpo_000062,playing synthesizer,False,-
PLg7FE5Vp58_000184,scuba diving,True,AV
PLg7FE5Vp58_000184,sloshing water,False,-
PLg7FE5Vp58_000184,squishing water,False,-
PLg7FE5Vp58_000184,underwater bubbling,False,AV
P_BjFvh__1I_000020,"bird chirping, tweeting",False,A
P_BjFvh__1I_000020,gibbon howling,True,AV
P_BjFvh__1I_000020,wind noise,False,-
P_BjFvh__1I_000020,wind rustling leaves,False,A
Ppqv5jc1wUw_000314,"female speech, woman speaking",False,A
Ppqv5jc1wUw_000314,"male speech, man speaking",False,AV
Ppqv5jc1wUw_000314,people crowd,False,-
Ppqv5jc1wUw_000314,people giggling,False,-
Ppqv5jc1wUw_000314,people slapping,False,-
Ppqv5jc1wUw_000314,people whistling,False,A
Ppqv5jc1wUw_000314,playing volleyball,True,AV
Ppqv5jc1wUw_000314,wind noise,False,-
PtgNHlRcC60_000030,car engine idling,False,-
PtgNHlRcC60_000030,car engine knocking,False,-
PtgNHlRcC60_000030,car engine starting,False,-
PtgNHlRcC60_000030,eating with cutlery,False,-
PtgNHlRcC60_000030,"engine accelerating, revving, vroom",False,-
PtgNHlRcC60_000030,opening or closing car doors,False,A
PtgNHlRcC60_000030,people eating,True,-
PtgNHlRcC60_000030,people eating apple,False,-
PtgNHlRcC60_000030,people eating crisps,False,-
PwHZ4df5G7w_000030,male singing,False,A
PwHZ4df5G7w_000030,people farting,True,A
PwHZ4df5G7w_000030,playing acoustic guitar,False,A
PwHZ4df5G7w_000030,playing electric guitar,False,-
Q2m7w_aktCo_000000,car passing by,False,AV
Q2m7w_aktCo_000000,"ice cream truck, ice cream van",True,AV
Q2m7w_aktCo_000000,raining,False,-
Q2m7w_aktCo_000000,sloshing water,False,-
Q2m7w_aktCo_000000,splashing water,False,AV
Q8krGIiCBBQ_000050,airplane,True,-
Q8krGIiCBBQ_000050,female singing,False,A
Q8krGIiCBBQ_000050,male singing,False,A
Q8krGIiCBBQ_000050,"male speech, man speaking",False,AV
Q8krGIiCBBQ_000050,playing bass guitar,False,-
Q8krGIiCBBQ_000050,playing drum kit,False,A
Q8krGIiCBBQ_000050,playing electric guitar,False,-
Q8krGIiCBBQ_000050,playing synthesizer,False,-
QKu30d-ZlQo_000113,chimpanzee pant-hooting,True,-
QKu30d-ZlQo_000113,playing drum kit,False,-
QKu30d-ZlQo_000113,playing synthesizer,False,A
QLEXmKz-MV4_000070,"cattle, bovinae cowbell",False,-
QLEXmKz-MV4_000070,playing bass guitar,False,-
QLEXmKz-MV4_000070,playing cymbal,True,AV
QLEXmKz-MV4_000070,playing drum kit,False,AV
QLEXmKz-MV4_000070,playing snare drum,False,AV
Q_FvbcPieNo_000030,basketball bounce,True,AV
Q_FvbcPieNo_000030,male singing,False,-
Q_FvbcPieNo_000030,"male speech, man speaking",False,A
Q_FvbcPieNo_000030,people booing,False,-
Q_FvbcPieNo_000030,people cheering,False,AV
Q_FvbcPieNo_000030,people clapping,False,-
Q_FvbcPieNo_000030,people crowd,False,AV
Q_FvbcPieNo_000030,people whistling,False,A
Qd9hSBBfXq4_000776,playing bassoon,False,-
Qd9hSBBfXq4_000776,playing cello,False,-
Qd9hSBBfXq4_000776,playing clarinet,False,-
Qd9hSBBfXq4_000776,playing flute,False,AV
Qd9hSBBfXq4_000776,playing oboe,True,AV
Qd9hSBBfXq4_000776,"playing violin, fiddle",False,AV
QlH985MWzAQ_000039,"bird chirping, tweeting",False,-
QlH985MWzAQ_000039,chimpanzee pant-hooting,True,V
QlH985MWzAQ_000039,cricket chirping,False,A
QlH985MWzAQ_000039,wind noise,False,-
RIQzc8Gx0q4_000026,"bird chirping, tweeting",False,A
RIQzc8Gx0q4_000026,electric grinder grinding,True,AV
RRpcIanKONA_000025,"female speech, woman speaking",False,A
RRpcIanKONA_000025,smoke detector beeping,True,-
RVKBNv4mc6Y_000107,volcano explosion,True,-
RVKBNv4mc6Y_000107,wind noise,False,A
RXSyVeHp2yA_000000,cap gun shooting,True,AV
RYia-H9Hm88_000000,people booing,False,-
RYia-H9Hm88_000000,people cheering,False,A
RYia-H9Hm88_000000,people clapping,True,A
RYia-H9Hm88_000000,people crowd,False,-
RYia-H9Hm88_000000,people whistling,False,-
RgEEH6TgOEI_000020,playing gong,True,-
RgEEH6TgOEI_000020,playing steelpan,False,-
RgEEH6TgOEI_000020,playing synthesizer,False,-
Rj8hpFBBSi0_000092,"male speech, man speaking",False,AV
Rj8hpFBBSi0_000092,snake rattling,True,AV
RoS465ZH1lg_000013,cat growling,False,AV
RoS465ZH1lg_000013,cat hissing,True,AV
RoS465ZH1lg_000013,cat meowing,False,AV
RoS465ZH1lg_000013,cat purring,False,-
RoS465ZH1lg_000013,"male speech, man speaking",False,-
RuCO6UGsRHI_000313,barn swallow calling,True,AV
RuCO6UGsRHI_000313,"bird chirping, tweeting",False,AV
RuCO6UGsRHI_000313,bird wings flapping,False,-
RuCO6UGsRHI_000313,wind noise,False,-
S-rvkcb7xv8_000080,church bell ringing,True,A
S-rvkcb7xv8_000080,"female speech, woman speaking",False,A
S-rvkcb7xv8_000080,"male speech, man speaking",False,A
S-rvkcb7xv8_000080,people whispering,False,A
S1glY1D9qDU_000035,hedge trimmer running,True,AV
S6R2DpF6zzM_000060,baltimore oriole calling,True,AV
S6R2DpF6zzM_000060,"bird chirping, tweeting",False,AV
S6R2DpF6zzM_000060,bird wings flapping,False,V
S6R2DpF6zzM_000060,wind rustling leaves,False,-
SJ9TY-iqD9Q_000010,beat boxing,False,-
SJ9TY-iqD9Q_000010,child singing,True,AV
SJ9TY-iqD9Q_000010,female singing,False,A
SJ9TY-iqD9Q_000010,male singing,False,-
SJ9TY-iqD9Q_000010,people humming,False,A
SJ9TY-iqD9Q_000010,playing drum kit,False,-
SJ9TY-iqD9Q_000010,playing electric guitar,False,-
SJ9TY-iqD9Q_000010,playing synthesizer,False,-
SJ9TY-iqD9Q_000010,singing choir,False,-
SMAOB1Wt6QQ_000426,playing tennis,True,AV
SMAOB1Wt6QQ_000426,wind noise,False,-
SUFOgc9Pkd8_000030,dog barking,False,AV
SUFOgc9Pkd8_000030,dog baying,False,-
SUFOgc9Pkd8_000030,dog bow-wow,False,AV
SUFOgc9Pkd8_000030,dog growling,True,AV
SUFOgc9Pkd8_000030,dog whimpering,False,-
SUFOgc9Pkd8_000030,"female speech, woman speaking",False,A
SUFOgc9Pkd8_000030,"male speech, man speaking",False,A
SUFOgc9Pkd8_000030,people giggling,False,A
S_yxvb7P0B4_000007,car passing by,False,-
S_yxvb7P0B4_000007,people screaming,False,AV
S_yxvb7P0B4_000007,train horning,True,-
S_yxvb7P0B4_000007,"vehicle horn, car horn, honking",False,AV
Sgdq22nyfTM_000240,"railroad car, train wagon",False,-
Sgdq22nyfTM_000240,"subway, metro, underground",True,AV
Sgdq22nyfTM_000240,train wheels squealing,False,AV
SgfHJ5fkMiY_000040,bull bellowing,False,-
SgfHJ5fkMiY_000040,"cattle, bovinae cowbell",True,-
SgfHJ5fkMiY_000040,cow lowing,False,-
SgfHJ5fkMiY_000040,playing bass drum,False,AV
SgfHJ5fkMiY_000040,playing cymbal,False,AV
SgfHJ5fkMiY_000040,playing drum kit,False,AV
SgfHJ5fkMiY_000040,playing snare drum,False,AV
SzhOVP7BXUE_000000,"bird chirping, tweeting",False,-
SzhOVP7BXUE_000000,bird squawking,False,-
SzhOVP7BXUE_000000,crow cawing,True,AV
SzhOVP7BXUE_000000,male singing,False,-
SzhOVP7BXUE_000000,"male speech, man speaking",False,A
SzhOVP7BXUE_000000,rapping,False,-
T0x6z65J-_M_000334,ocean burbling,False,-
T0x6z65J-_M_000334,sea waves,False,-
T0x6z65J-_M_000334,sloshing water,False,-
T0x6z65J-_M_000334,splashing water,False,AV
T0x6z65J-_M_000334,spraying water,False,-
T0x6z65J-_M_000334,swimming,True,AV
TGrNNgXVp44_000077,"child speech, kid speaking",False,AV
TGrNNgXVp44_000077,"female speech, woman speaking",False,-
TGrNNgXVp44_000077,lip smacking,False,-
TGrNNgXVp44_000077,people eating,False,-
TGrNNgXVp44_000077,people eating crisps,True,AV
TGrNNgXVp44_000077,people whispering,False,AV
TkrtTUPxHNI_000030,playing harpsichord,True,AV
Tlzma5yXcgM_000287,baby babbling,False,-
Tlzma5yXcgM_000287,"male speech, man speaking",False,A
Tlzma5yXcgM_000287,writing on blackboard with chalk,True,-
TpU5dZlW2pg_000040,"male speech, man speaking",False,AV
TpU5dZlW2pg_000040,planing timber,True,V
TzVFAvWdiV0_000030,"male speech, man speaking",False,A
TzVFAvWdiV0_000030,"playing steel guitar, slide guitar",True,AV
UP30sk9je00_000049,tractor digging,True,AV
UP30sk9je00_000049,"vehicle horn, car horn, honking",False,A
UP30sk9je00_000049,wind noise,False,A
UWpt-VrUroI_000000,ice cracking,True,A
UYDvZc4lWYk_000240,"male speech, man speaking",False,A
UYDvZc4lWYk_000240,playing gong,True,A
UkQRD1PBszA_000454,"child speech, kid speaking",False,AV
UkQRD1PBszA_000454,"male speech, man speaking",False,-
UkQRD1PBszA_000454,playing darts,True,-
UkQRD1PBszA_000454,typing on computer keyboard,False,AV
UoSID1KzWuI_000030,playing acoustic guitar,True,AV
UoSID1KzWuI_000030,"playing steel guitar, slide guitar",False,-
Upq4yFKwiTM_000024,"bird chirping, tweeting",False,A
Upq4yFKwiTM_000024,wind noise,False,A
Upq4yFKwiTM_000024,woodpecker pecking tree,True,AV
Uq-owMVP9qI_000030,"female speech, woman speaking",False,AV
Uq-owMVP9qI_000030,people whispering,True,AV
Uw8xdpugGNc_000060,"male speech, man speaking",False,A
Uw8xdpugGNc_000060,opening or closing car electric windows,True,AV
VFXf1DTi2IA_000383,"electric shaver, electric razor shaving",True,AV
W2aR6tTqGx0_000090,car engine idling,False,AV
W2aR6tTqGx0_000090,car passing by,False,-
W2aR6tTqGx0_000090,"engine accelerating, revving, vroom",False,AV
W2aR6tTqGx0_000090,"female speech, woman speaking",False,A
W2aR6tTqGx0_000090,playing bass guitar,False,-
W2aR6tTqGx0_000090,playing drum kit,False,-
W2aR6tTqGx0_000090,playing synthesizer,False,-
W2aR6tTqGx0_000090,skidding,True,AV
W6KsrR_Nkrk_000000,metronome,True,AV
W6KsrR_Nkrk_000000,playing piano,False,AV
W9CPGD_lR7g_000005,air horn,True,-
W9CPGD_lR7g_000005,dog barking,False,A
W9CPGD_lR7g_000005,foghorn,False,-
W9CPGD_lR7g_000005,"vehicle horn, car horn, honking",False,AV
WAztA-Iqb4g_000030,male singing,False,AV
WAztA-Iqb4g_000030,"male speech, man speaking",False,-
WAztA-Iqb4g_000030,playing bagpipes,True,AV
WetKCilV0Zc_000230,chopping wood,True,AV
WetKCilV0Zc_000230,"engine accelerating, revving, vroom",False,-
WetKCilV0Zc_000230,"male speech, man speaking",False,-
WkavReH4LE0_000020,cricket chirping,False,-
WkavReH4LE0_000020,frog croaking,True,AV
WkavReH4LE0_000020,"male speech, man speaking",False,-
Wl2iTlhjKls_000033,playing erhu,True,AV
Wl2iTlhjKls_000033,playing piano,False,AV
Wqux-4IupdU_000112,playing djembe,True,AV
Wur2SkL8EDk_000030,"bird chirping, tweeting",False,-
Wur2SkL8EDk_000030,car engine knocking,True,AV
Wur2SkL8EDk_000030,"male speech, man speaking",False,A
X3wyXjui7ac_000213,orchestra,False,AV
X3wyXjui7ac_000213,playing bass drum,False,-
X3wyXjui7ac_000213,playing bassoon,False,AV
X3wyXjui7ac_000213,playing clarinet,False,-
X3wyXjui7ac_000213,playing cymbal,False,-
X3wyXjui7ac_000213,playing flute,False,AV
X3wyXjui7ac_000213,playing oboe,False,-
X3wyXjui7ac_000213,playing saxophone,False,-
X3wyXjui7ac_000213,playing snare drum,False,AV
X3wyXjui7ac_000213,playing trombone,False,AV
X3wyXjui7ac_000213,playing trumpet,False,AV
X3wyXjui7ac_000213,playing tympani,True,AV
XCiz7m7HQrs_000120,cat caterwauling,True,-
XCiz7m7HQrs_000120,cat growling,False,-
XCiz7m7HQrs_000120,cat hissing,False,-
XCiz7m7HQrs_000120,cat meowing,False,-
XCiz7m7HQrs_000120,cat purring,False,-
XCiz7m7HQrs_000120,"female speech, woman speaking",False,AV
XCiz7m7HQrs_000120,people giggling,False,AV
XDWakm0T8fY_000519,dog barking,False,-
XDWakm0T8fY_000519,dog baying,True,AV
XDWakm0T8fY_000519,dog bow-wow,False,AV
XDWakm0T8fY_000519,dog growling,False,AV
XDWakm0T8fY_000519,dog whimpering,False,AV
XDWakm0T8fY_000519,"male speech, man speaking",False,A
XDWakm0T8fY_000519,wind rustling leaves,False,-
XQHs8qK9HPA_000082,eletric blender running,False,-
XQHs8qK9HPA_000082,"engine accelerating, revving, vroom",False,-
XQHs8qK9HPA_000082,"female speech, woman speaking",False,A
XQHs8qK9HPA_000082,"ice cream truck, ice cream van",True,-
XQHs8qK9HPA_000082,playing drum kit,False,A
XQHs8qK9HPA_000082,playing synthesizer,False,A
XQoTMdWSzb8_000370,airplane,False,-
XQoTMdWSzb8_000370,"bird chirping, tweeting",False,-
XQoTMdWSzb8_000370,"child speech, kid speaking",False,-
XQoTMdWSzb8_000370,"male speech, man speaking",False,A
XQoTMdWSzb8_000370,shot football,True,AV
XZbFXz54Suo_000000,"male speech, man speaking",False,A
XZbFXz54Suo_000000,"playing steel guitar, slide guitar",True,AV
XaIep0xC8BA_000117,playing congas,False,-
XaIep0xC8BA_000117,playing timbales,True,AV
XpYGqiG8tDc_000107,"bird chirping, tweeting",False,A
XpYGqiG8tDc_000107,"male speech, man speaking",False,A
XpYGqiG8tDc_000107,mynah bird singing,True,A
XxSqS6lv2FQ_000070,air horn,True,A
XxSqS6lv2FQ_000070,car passing by,False,AV
XxSqS6lv2FQ_000070,"engine accelerating, revving, vroom",False,-
XxSqS6lv2FQ_000070,"female speech, woman speaking",False,-
XxSqS6lv2FQ_000070,foghorn,False,-
XxSqS6lv2FQ_000070,playing piano,False,A
Y7aU3aCEf5A_000030,playing harpsichord,True,AV
YCfGy7J2oFo_000051,playing djembe,True,AV
YM27M-R0kIA_000000,horse clip-clop,False,A
YM27M-R0kIA_000000,horse neighing,True,AV
YM27M-R0kIA_000000,"male speech, man speaking",False,-
YNv7mzbUUHc_000050,playing electric guitar,True,A
YNwgT_8Vniw_000018,air horn,True,-
YNwgT_8Vniw_000018,car passing by,False,-
YNwgT_8Vniw_000018,foghorn,False,-
YNwgT_8Vniw_000018,"vehicle horn, car horn, honking",False,AV
Ykv1CiXNXLQ_000134,female singing,False,AV
Ykv1CiXNXLQ_000134,playing accordion,False,A
Ykv1CiXNXLQ_000134,playing bass guitar,False,-
Ykv1CiXNXLQ_000134,playing drum kit,False,A
Ykv1CiXNXLQ_000134,playing synthesizer,False,-
Ykv1CiXNXLQ_000134,yodelling,True,AV
YrH0TXyYSNM_000010,"bird chirping, tweeting",False,A
YrH0TXyYSNM_000010,dog barking,False,-
YrH0TXyYSNM_000010,"male speech, man speaking",False,A
YrH0TXyYSNM_000010,mouse squeaking,True,AV
ZJOblt2XUJI_000004,"female speech, woman speaking",False,A
ZJOblt2XUJI_000004,"fly, housefly buzzing",False,-
ZJOblt2XUJI_000004,"male speech, man speaking",False,A
ZJOblt2XUJI_000004,mosquito buzzing,True,AV
ZJOblt2XUJI_000004,playing drum kit,False,-
ZJOblt2XUJI_000004,playing electric guitar,False,-
ZJOblt2XUJI_000004,wind chime,False,-
ZZO50JTetDE_000580,ambulance siren,True,A
ZZO50JTetDE_000580,cap gun shooting,False,-
ZZO50JTetDE_000580,car passing by,False,AV
ZZO50JTetDE_000580,"engine accelerating, revving, vroom",False,-
ZZO50JTetDE_000580,"male speech, man speaking",False,-
ZZO50JTetDE_000580,people screaming,False,-
ZZO50JTetDE_000580,police radio chatter,False,-
_-7I00cZUE0_000064,"male speech, man speaking",False,A
_-7I00cZUE0_000064,"motorboat, speedboat acceleration",True,AV
_-7I00cZUE0_000064,playing bass guitar,False,-
_-7I00cZUE0_000064,playing drum kit,False,A
_-7I00cZUE0_000064,playing electric guitar,False,A
_-7I00cZUE0_000064,sea waves,False,-
_-7I00cZUE0_000064,sloshing water,False,-
_-7I00cZUE0_000064,splashing water,False,-
_-7I00cZUE0_000064,spraying water,False,-
_-_5kbw2Mcw_000000,"male speech, man speaking",False,A
_-_5kbw2Mcw_000000,people coughing,True,AV
_-_5kbw2Mcw_000000,people giggling,False,-
_-_5kbw2Mcw_000000,people nose blowing,False,-
_4NEAgqguN0_000220,church bell ringing,True,AV
_Bih7lCMSz8_000223,"female speech, woman speaking",False,AV
_Bih7lCMSz8_000223,"male speech, man speaking",False,AV
_Bih7lCMSz8_000223,people coughing,False,-
_Bih7lCMSz8_000223,people eating noodle,False,V
_Bih7lCMSz8_000223,people nose blowing,True,AV
_Bih7lCMSz8_000223,people slurping,False,-
_RLsXrr0fQo_000080,male singing,False,AV
_RLsXrr0fQo_000080,playing acoustic guitar,True,AV
_Zl_z4n_T9M_000471,playing bass drum,False,-
_Zl_z4n_T9M_000471,playing clarinet,False,A
_Zl_z4n_T9M_000471,playing cymbal,False,-
_Zl_z4n_T9M_000471,playing drum kit,True,AV
_Zl_z4n_T9M_000471,playing snare drum,False,-
_Zl_z4n_T9M_000471,playing timbales,False,AV
_Zl_z4n_T9M_000471,playing timpani,False,-
_Zl_z4n_T9M_000471,playing trumpet,False,-
_mGrwBl_BMw_000010,shot football,False,V
_mGrwBl_BMw_000010,singing bowl,True,A
_vt5Pxi-7BQ_000452,planing timber,True,AV
_wNC03n2xmg_000211,playing bongo,True,AV
a4GXcNNy5ZY_000003,telephone bell ringing,True,AV
a9nYajr1QhQ_000087,arc welding,True,AV
acLR8eDYB7A_000072,chinchilla barking,True,AV
amEW4O2Z350_000035,"female speech, woman speaking",False,-
amEW4O2Z350_000035,"male speech, man speaking",False,A
amEW4O2Z350_000035,people sneezing,False,-
amEW4O2Z350_000035,playing glockenspiel,True,AV
amunlTZVHo8_000003,strike lighter,True,V
b93GiuJ3KpY_000030,"female speech, woman speaking",False,AV
b93GiuJ3KpY_000030,people belly laughing,False,-
b93GiuJ3KpY_000030,people burping,True,A
