video_id,label,modality,exists,confidence,reason
8TNLqJ0dJDA_000297,"child speech, kid speaking",AV,False,1.0,"Although there is a child visible in the video, the child does not speak. Only an adult male voice is heard speaking to the child, and the child's mouth is not shown speaking."
8VbxIzaSHfw_000030,playing acoustic guitar,AV,False,1.0,"The instrument being played in the video is a zither, not an acoustic guitar, so neither the visual nor the audio matches acoustic guitar playing."
8JgqLELdUkY_000030,playing trumpet,A,False,1.0,There is no sound of a trumpet playing in the video; only a cat meowing and some background beeps.
8JgqLELdUkY_000030,sliding door,V,False,1.0,There are no sliding doors visible in the video; only standard swing doors are present in the background.
8XJaTBqc2Kc_000110,wind rustling leaves,AV,False,1.0,"The video shows a person cutting a pair of jeans indoors. No leaves or trees are visible, and no sound of wind rustling leaves is audible; only the sound of electric scissors and some background noise is present."
8X0W6KSpWn4_000099,metronome,AV,False,1.0,"There is no metronome visible in the scene, nor is there any ticking sound associated with a metronome in the audio track. The video shows someone unzipping a grey case with background music and German speech."
86tDkNq1rvg_000245,"male speech, man speaking",AV,True,1.0,"The video ends with a man speaking on screen, where his speech is clearly heard and his mouth movements are visible."
86tDkNq1rvg_000245,strike lighter,AV,False,0.9,"Although an arc/plasma lighter is used to light the dryer lint, there is no sound of a lighter being struck (only background music), and it is a button-pressed electronic lighter rather than a strike/flint lighter."
8_2zsOKcxK0_000023,splashing water,A,False,1.0,There is no sound of splashing water in the audio track of the video. The sounds present are people talking and a horse snorting/whinnying.
8je0jX-O_Eg_000057,opening or closing drawers,V,False,1.0,"The video consists of static images of wooden wardrobes, and there is no action showing opening or closing of drawers."
8QHoSMEiBAg_000025,driving snowmobile,AV,False,1.0,"The vehicle in the video is an ATV (quad bike), not a snowmobile. Therefore, the activity of driving a snowmobile is not present in either the visual or audio tracks."
8FXKPQnbX4k_000004,people shuffling,AV,False,0.8,"The video shows a girl jump roping and other children playing, but there is no prominent sound or visual of people shuffling their feet."
8FXKPQnbX4k_000004,playing hockey,AV,False,1.0,"There is no hockey equipment, rink, or hockey gameplay visible or audible in this gym setting."
8_vWCyWokX0_000079,"male speech, man speaking",A,False,1.0,There is no human speech in the audio track of this video; only the loud engine sound of the snowmobile is heard.
8_vWCyWokX0_000079,playing harp,V,False,1.0,There is no harp or anyone playing a harp visible in the video. The video shows a first-person view of a snowmobile ride.
8ooVSXeHb94_000030,civil defense siren,AV,False,1.0,"The audio is clearly a ringing bell, not a civil defense siren, and visually it is a large metallic bell being operated, not a siren device."
8a0Ctyt3Fpo_000270,train horning,AV,False,1.0,"There is no train horn sound heard at any point in the video, nor is there any visual indication of a horn being blown."
8a0Ctyt3Fpo_000270,train whistling,AV,False,1.0,No train whistle is audible in the clip; only the sound of the train moving on the tracks can be heard.
8ZtVDAzHIOk_000319,"male speech, man speaking",AV,False,1.0,There is no speech at all in the video clip; only background music is audible.
8QIsxTcZio4_000141,"child speech, kid speaking",AV,True,1.0,The child in the green shirt can be seen and heard speaking in German between 00:03 and 00:06.
8ZZmWTveDvU_000037,people crowd,A,True,0.8,Indistinct chatter and shouting from a crowd of people reacting to the volcano eruption can be heard in the background.
8ZZmWTveDvU_000037,people humming,A,False,0.9,There is no humming sound present in the audio track; the vocal sounds are chatter and shouting.
8d6SwUPTyOQ_000030,train wheels squealing,AV,True,0.95,"The subway train is clearly visible as it pulls into the station, and the loud, high-pitched squealing of its wheels braking on the tracks is clearly audible starting around the 5-second mark."
8TCdnr4F6tw_000303,"playing marimba, xylophone",AV,False,0.9,"The instrument shown and heard in the video is a metal chime instrument (specifically, hand chimes or bar chimes), not a wooden marimba or xylophone."
8oEdgb8iXYA_000001,"race car, auto racing",A,False,1.0,"The audio consists of regular urban traffic sounds, including motorcycles, cars, and a bus honking its horn, but there are no sounds of racing cars or racing events."
8mhecLr6Veo_000027,horse neighing,AV,False,1.0,"Although a horse is visible jumping over the obstacle in the video, it does not make any neighing sounds."
8Hihg-qGns0_000007,mynah bird singing,AV,True,0.9,"The bird inside the cage is a mynah bird, and it can be heard singing/whistling and seen during the clip, particularly around 00:01-00:03 and 00:08."
8nVK-2QYw9o_000100,splashing water,AV,True,1.0,"The sound of water splashing is clearly heard as the children move in the pool, and the visual splashing of water is also visible on screen."
8JPwzZvlX6E_000095,people cheering,A,True,0.9,Audible cheering and clapping can be heard from the audience starting around the 5-second mark after a point is scored.
84TRQfpd8n0_000052,"electric shaver, electric razor shaving",A,False,0.9,"The sound heard in the video is actually from an air conditioning condenser unit, not an electric shaver."
84TRQfpd8n0_000052,hedge trimmer running,A,False,0.9,"The sound heard in the video is from an air conditioning unit running outdoors, not a hedge trimmer."
84TRQfpd8n0_000052,vacuum cleaner cleaning floors,A,False,0.9,"The sound is the humming and buzzing of an air conditioner compressor, not a vacuum cleaner."
8dMtEVjgsHs_000003,driving buses,AV,False,0.95,"The video shows a safari vehicle driving past a herd of elephants, but there are no buses visible or audible in the clip."
8QfmtF0FGA4_000114,hair dryer drying,AV,False,1.0,"The device shown in the video is an arc welding machine, not a hair dryer, and there is no sound or visual of a hair dryer."
8QfmtF0FGA4_000114,playing synthesizer,A,False,1.0,There is no synthesizer music or sound present in the audio track; only a person talking is heard.
8QfmtF0FGA4_000114,running electric fan,AV,False,0.9,"Although there is a cooling fan at the back of the welding machine, the power switch is in the 'OFF' position, the fan blades are stationary, and there is no sound of a running electric fan."
8WkvjD1ZK5o_000046,"male speech, man speaking",A,True,0.8,"At around 0:01-0:03, a faint but audible male voice can be heard saying 'Yeah, no'."
8WkvjD1ZK5o_000046,people shuffling,V,True,0.9,Several people are seen walking slowly or shuffling along the sidewalk near the tents and the RV throughout the video.
8rmoYAfr0t8_000010,"engine accelerating, revving, vroom",AV,True,1.0,"The car is clearly visible accelerating on the racetrack, and the sound of its engine accelerating and revving as it passes by is prominently heard in the audio."
8pWn12F4M_8_000000,cheetah chirrup,AV,True,1.0,"The cheetah is clearly visible throughout the video, and its characteristic high-pitched chirruping sounds are audible."
8pWn12F4M_8_000000,"male speech, man speaking",AV,False,1.0,"There is no human speech, male or otherwise, heard or seen in this video clip."
8YaDsXWhDTA_000496,sea waves,AV,False,1.0,"There are no sea waves visible in the video, nor is the sound of sea waves heard in the audio track."
8xoenlVVBZw_000030,cat caterwauling,AV,True,0.9,The cat is clearly seen opening its mouth and making yowling/caterwauling sounds throughout the clip.
8rKtax0rSuw_000030,male singing,AV,True,1.0,"The boy in the video is seen holding a microphone and singing, and his voice is clearly heard singing the song."
8rKtax0rSuw_000030,people screaming,A,False,0.9,"There are backing vocals and people singing along in the background, but no one is screaming in the audio track."
8tnY9KIxKBo_000140,playing timpani,A,False,1.0,There are no timpani sounds audible in the video's jazz musical performance; the percussion consists of a standard jazz drum kit.
8tnY9KIxKBo_000140,playing trumpet,AV,False,1.0,"The musician shown is playing a trombone, not a trumpet, which is both visually and audibly distinct."
8tnY9KIxKBo_000140,playing tympani,A,False,1.0,There are no tympani sounds audible in the video's soundtrack.
8zkxGLEdFbQ_000030,telephone bell ringing,AV,False,1.0,There is no sound or visual representation of a telephone bell ringing in this video clip.
8q8JrJNAa-Q_000030,car passing by,AV,True,1.0,"The video shows several cars, including a red Porsche and a black Corvette, accelerating and passing through the intersection, and their engine and road noise are clearly audible throughout the clip."
8vohm5gaLs8_000049,"male speech, man speaking",A,False,0.9,"There is no human speech audible in the clip, only background music, bowling sounds, and brief cheering/gasping."
8vohm5gaLs8_000049,playing trumpet,A,False,0.95,There is no trumpet playing audible in the background music or elsewhere in the audio track.
8cYFxAASlKM_000112,people crowd,AV,False,0.8,"While a crowd of people is clearly visible throughout the entire video clip, there is no audible crowd sound (such as cheering, chattering, or clapping) in the audio track, which is dominated by background music."
8aZFjhn4U-A_000021,"male speech, man speaking",AV,False,1.0,There is no man speaking visible in the video clip; only a woman is speaking and visible.
90q-9qr7-Qg_000075,cricket chirping,A,False,0.9,"The sound heard in the video is a repetitive, sharp 'chipping' alarm call from a chipmunk (or potentially a bird), not the characteristic rhythmic stridulation of crickets."
8hT_Cg551_0_000030,bird squawking,AV,True,0.9,"The goose, which is a bird, is seen in its nest and heard making low squawking/vocal sounds throughout the clip."
8hT_Cg551_0_000030,goose honking,AV,True,0.95,The Canadian goose is clearly visible in the nest and its grunting/honking vocalizations can be heard.
8hT_Cg551_0_000030,raining,A,False,0.8,"There is some low-frequency background wind and static noise, but no distinct sound of rain falling is audible."
93vN8AS4jHY_000067,car passing by,AV,True,1.0,A red rescue truck is seen and heard driving past the camera during the clip.
8zIpoSKNOgA_000018,cuckoo bird calling,A,False,1.0,The distinctive double-note call of a cuckoo bird is not audible in the video; only other passerine bird songs are heard.
8zIpoSKNOgA_000018,wind rustling leaves,AV,False,1.0,"There is no wind rustling sound in the audio track, and the plants and leaves in the video remain completely still."
8p4Q4I1s7mg_000023,"female speech, woman speaking",AV,True,1.0,"Between 00:02 and 00:04, a female police officer is seen speaking 'Sir, I'm arresting...' on screen, and her voice is clearly audible, indicating that the label exists in both audio and visual modalities."
9-A6dZ8mbjM_000332,playing bongo,A,False,1.0,"The audio consists of slot machine sound effects and people talking, but there is no sound of anyone playing bongos."
8n2oR0jgQ5A_000021,shot football,AV,False,1.0,There is no action of kicking or shooting a football in the video; one person is simply holding the football while they stand and talk on the field.
91k-dD34c94_000560,singing bowl,AV,False,1.0,"The instrument shown and heard in the video is a gong, not a singing bowl."
8_rFjamYo1Y_000022,wind noise,A,False,0.8,"The sound heard in the video is a steady, mechanical hum and rushing air from an indoor ventilation exhaust fan, not meteorological wind noise or wind blowing into the microphone."
8inrvRctXQ0_000039,basketball bounce,AV,False,1.0,"The sport being played is squash, not basketball, so there is no basketball bounce heard or seen."
8inrvRctXQ0_000039,"male speech, man speaking",AV,False,0.9,"There is some laughter/chuckle heard, but no actual male speech or speaking is present."
8inrvRctXQ0_000039,people burping,AV,False,1.0,There is no burping sound or action in the video.
8inrvRctXQ0_000039,playing table tennis,AV,False,1.0,"The sport being played is squash, not table tennis."
95qXTEP3nQw_000014,people sniggering,A,False,1.0,"The audio contains crowd cheering, shouting, whistling, and a reaction to the horse hitting the fence, but there is no sound of people sniggering or giggling."
9-R70gSqvrc_000030,car engine starting,V,False,0.8,"The engine shown at the beginning of the video is already running with its pulley spinning, and we do not visually see the process of the engine starting from a stationary state."
96QelZi4wN8_000070,fireworks banging,AV,False,1.0,"There are no fireworks visible in the video; instead, there is a large structural fire in progress. Additionally, the audio track contains only a musical vocal chant, with no sound of fireworks or explosions."
9-9mhVrDiQA_000329,arc welding,AV,False,1.0,"The video shows a completed weld and discusses the slag, but the actual arc welding process is not shown or heard."
9-9mhVrDiQA_000329,people sneezing,A,False,1.0,There is no sound of anyone sneezing in the audio track; only a man speaking.
9-9mhVrDiQA_000329,rapping,V,False,1.0,There is no rapping performance visible in the video.
8yjxwQBqQAI_000070,"male speech, man speaking",V,False,1.0,There is no man or any human speaker visible in the video; the visual contains only a wild animal (coyote/fox) in a shrubby landscape.
8yjxwQBqQAI_000070,singing bowl,A,False,1.0,"The audio track contains only the natural sound of wind blowing through the brush, with no presence of a singing bowl."
8yjxwQBqQAI_000070,wind rustling leaves,AV,True,0.9,"The sound of wind blowing through the dry vegetation is audible in the audio track, and the swaying of the dry shrubs and grasses is visible in the video."
968-Xp6L-to_000083,ripping paper,AV,False,1.0,"There is no paper being ripped, nor is there any sound of paper ripping in the video. The only sounds are plastic crinkling and objects being handled."
918pICUeEq0_000118,"bird chirping, tweeting",A,True,0.9,There are distinct bird chirps and bird calls audible in the background of the savanna environment.
918pICUeEq0_000118,cheetah chirrup,AV,True,0.95,"The standing cheetah makes a high-pitched chirping sound (chirrup) starting around 00:05, which is both audible and visible as its mouth movement corresponds to the sound."
96a4smrM_30_000030,driving buses,AV,False,1.0,"The video shows heavy construction equipment and dump trucks, not buses."
95zxtaKQBBc_000000,playing piano,A,True,0.9,The soundtrack features a keyboard synthesizer or electric piano playing melodic chords throughout the entire duration of the clip.
96FT-jZp4pM_000015,ferret dooking,AV,True,0.9,"The ferrets are clearly visible playing on the floor, and their characteristic dooking/clucking vocalization is audible in the background throughout the clip."
97I9DusMgLY_000150,"female speech, woman speaking",A,False,0.9,"The only voice heard in the background is a toddler or child's babble/cry, not an adult female speaking."
8ws1ligErwo_000000,"female speech, woman speaking",A,False,0.9,There are only young men speaking Japanese in the video; no female voice is heard.
8ws1ligErwo_000000,people cheering,A,False,1.0,There is no cheering sound in the video; the men are just talking and laughing quietly.
8ws1ligErwo_000000,people sniggering,AV,False,0.8,"While sniggering/giggling can be heard in the audio track, the people laughing are off-camera as the video is focused on the cat during these sounds."
8OKAwDv20R8_000006,cat hissing,AV,False,1.0,There is no cat hissing visually or audibly in the video; the cat is acting calm and cute.
8OKAwDv20R8_000006,cat meowing,V,True,0.9,"The cat is shown opening its mouth and vocalizing, which corresponds to the visual action of meowing."
8OKAwDv20R8_000006,"female speech, woman speaking",V,False,1.0,"There is no female speaker shown or heard in the video; the only human shown is a male playing the guitar, and the voiceover at the end is male."
8OKAwDv20R8_000006,playing acoustic guitar,V,True,1.0,A man is shown sitting on the couch and playing an acoustic guitar.
8OKAwDv20R8_000006,playing drum kit,A,True,0.9,The background music track contains a clear drum beat being played.
97plxBxUju4_000010,orchestra,AV,True,0.9,"The video shows a musical group/ensemble (orchestra) performing live, and the audio clearly features the music played by these instruments."
8zuOvjviOvc_000170,cupboard opening or closing,AV,False,0.9,"The video shows the man pulling out a drawer and placing it on the floor, but there is no opening or closing of a cupboard door in either the audio or visual track."
9888dOKNSBs_000030,playing bass guitar,AV,False,1.0,"The instrument being played is a standard 6-string electric guitar, not a bass guitar, and the audio consists of electric guitar riffs."
9888dOKNSBs_000030,thunder,AV,False,1.0,There is no sound or visual indication of thunder in the clip.
93iKhilUKHo_000020,playing banjo,A,True,0.8,The audio features a banjo being plucked and played throughout the clip.
93iKhilUKHo_000020,"playing violin, fiddle",AV,False,0.9,"While a fiddle is visible in the photograph (held by the second man from the left), there is no violin or fiddle music heard in the audio track."
9Ci8qOMBNNU_000070,people giggling,A,True,1.0,The sound of both the baby and the adult giggling/laughing can be clearly heard throughout the video clip.
97YPMW9eNlA_000434,lip smacking,AV,True,0.9,"The children are chewing and we can clearly hear the wet lip smacking/chewing sounds, and we can see their mouths moving as they eat."
91Hrvw6gClQ_000030,playing clarinet,A,False,0.9,"The audio consists solely of brass instruments, specifically French horns, with no clarinet sound present."
91Hrvw6gClQ_000030,playing piano,AV,False,1.0,"While a grand piano is visible in the background, nobody is sitting at it or playing it, and there is no piano music in the audio track."
91Hrvw6gClQ_000030,playing saxophone,AV,False,1.0,There are no saxophones visible in the video (the musicians are playing French horns) and no saxophone audio is heard.
9-b18y3Nexg_000285,"engine accelerating, revving, vroom",A,False,0.9,"The sound of the train is a steady hum and rumble accompanied by its horn, without any characteristic engine revving, accelerating, or vrooming noises typical of cars or motorbikes."
9-b18y3Nexg_000285,wind rustling leaves,V,False,0.8,The leaves on the trees in the background and foreground appear still and do not show any visible signs of rustling or moving due to wind.
9Hq9rf0XgrI_000132,cattle mooing,AV,False,1.0,"The animals in the video are sheep, not cattle, and the sounds produced are sheep bleating/baaing rather than cattle mooing."
98T0aXt-aq0_000190,"bird chirping, tweeting",A,False,0.8,"The high-pitched sounds heard in the video are produced by the elephants themselves (squeaks/chirps), rather than actual birds chirping or tweeting in the background."
9BGpWG8iqpQ_000000,people giggling,A,True,1.0,"The baby in the video is giggling and laughing happily throughout the clip, which can be clearly heard."
94FStikZ5O4_000020,"female speech, woman speaking",A,True,1.0,At least one woman can be heard speaking and laughing in the background during the video.
94FStikZ5O4_000020,mouse pattering,AV,False,0.8,"While we can see the hamsters running on the wheel, the audio contains the mechanical rumbling of the wheel and human voices, but not the distinct sound of mouse footsteps/pattering."
94FStikZ5O4_000020,mouse squeaking,AV,False,1.0,There are no mouse or hamster squeaking sounds audible in the video.
94t9laP3N3E_000011,cat growling,AV,True,1.0,"The cats are clearly visible in the scene, and their aggressive vocalizations (growling and yowling) can be heard throughout the entire clip."
9Am1iq5a9D8_000060,orchestra,AV,False,1.0,"There is no orchestra visible in the video, which is a static artwork of Lord Hanuman."
9Am1iq5a9D8_000060,playing tabla,AV,False,1.0,There is no video showing anyone playing the tabla; the visual is just a drawing of Hanuman.
9JwAddAl120_000310,opening or closing drawers,AV,False,1.0,"The video shows a refrigerator door being opened and held open on the left side, but there are no drawers being opened or closed in either the audio or visual track."
97YPMW9eNlA_000407,"male speech, man speaking",V,False,1.0,There is no man speaking visible in the video; only a young girl and a boy are present.
97YPMW9eNlA_000407,people eating crisps,AV,False,1.0,"The children are eating cucumbers and noodles, not potato chips or crisps."
97YPMW9eNlA_000407,people slurping,AV,False,1.0,"There is no slurping action or sound in the video; they are chewing cucumbers, which creates a crunching sound rather than a slurping sound."
9JBG-Wi1gUQ_000030,stream burbling,AV,True,1.0,"The flowing water of the stream is clearly visible throughout the entire clip, and the sound of the stream burbling is heard continuously in the audio track."
9EsgN-WS2qY_000030,playing didgeridoo,A,False,1.0,"The audio contains a man speaking and some ambient outdoor sounds, but there is no sound of a didgeridoo being played."
9DCH0BCASyk_000302,"donkey, ass braying",AV,False,1.0,"Although donkeys are clearly visible grazing in the field, there is no sound of donkey braying audible in the video."
9DCH0BCASyk_000302,"female speech, woman speaking",A,True,1.0,A woman's voice can be heard speaking and commenting on the donkeys' behavior starting around 0:02.
9NqbHNzuV64_000090,cricket chirping,A,False,1.0,"The audio track contains only the deep, guttural growling and purring of the lions; there is no sound of crickets chirping."
9NYsJxa4wjA_000040,playing bugle,AV,False,1.0,There is no bugle being played or visible in the video; the video contains cartoon animations of frogs with sound effects and music.
9NYsJxa4wjA_000040,playing trumpet,AV,False,1.0,There is no trumpet being played or visible in the video; the video features animated frogs and sound effects.
9FnCP6GoFOs_000000,"vehicle horn, car horn, honking",A,False,1.0,The only sound audible in the clip is a police siren; there is no car horn or honking sound.
99VNZPt2MIs_000126,opening or closing car doors,A,True,0.9,"At around 0:01-0:02, there is a loud clanging sound as the tailgate or panel of the vehicle is closed."
99VNZPt2MIs_000126,wind noise,A,True,0.8,"Wind noise is audible in the background throughout the outdoor recording, particularly as the camera pans."
9HcahqYUVoc_000090,chopping wood,AV,False,0.9,"The man is using a chainsaw to cut down a tree, which is sawing or felling wood rather than chopping it with an axe."
9Rbte5hjob8_000100,playing trumpet,AV,True,1.0,"The performer is clearly visible on stage holding and playing the trumpet, and the trumpet's audio is heard throughout the video clip."
9Cy3tjg1tVw_000030,"male speech, man speaking",A,False,1.0,"The audio track consists solely of instrumental brass music (trumpet, tuba/euphonium, etc.) being played, with no spoken words or human speech of any kind."
9IuFwl2AtcI_000030,people babbling,AV,False,0.8,"The baby in the video makes whimpering and crying sounds rather than babbling, and the adult voice is speaking clearly in German, not babbling."
9TzyRdTYDvo_000024,dog whimpering,AV,True,0.9,"The dog is clearly visible in the video, and you can hear him making whimpering/groaning sounds as he plays tug of war."
9JAatGaveSc_000035,bird squawking,AV,True,0.95,"The eagle, which is a bird, is seen opening its beak and making loud, high-pitched squawking sounds throughout the video clip."
9JAatGaveSc_000035,eagle screaming,AV,True,0.98,The bald eagle is clearly seen opening its beak and emitting its characteristic high-pitched screaming call throughout the video.
9MiKmOtYGgE_000510,cattle mooing,AV,False,1.0,"There are no cattle or cows in the video, and no mooing or lowing sound can be heard."
9MiKmOtYGgE_000510,cow lowing,AV,False,1.0,"There is no cow visible in the video, nor is there any cow lowing sound in the audio track."
9MiKmOtYGgE_000510,playing tabla,AV,False,1.0,There is no tabla instrument being played in either the video or the audio.
9J8sce4390s_000106,"female speech, woman speaking",AV,False,1.0,There is no female speech audible or visible in the video; the audio is dominated by acoustic music and male vocals.
9J8sce4390s_000106,playing electric guitar,AV,False,1.0,"The band is playing acoustic instruments (banjo, washboard, washtub bass, fiddle, mandolin); there is no electric guitar present in the video or audio."
98ZM90poqNE_000164,"male speech, man speaking",AV,True,1.0,The man in the orange hoodie is clearly visible and speaking at the beginning and during the chase.
98ZM90poqNE_000164,people screaming,AV,False,0.9,"While the man shouts during the chase, there are no people screaming in either the audio or visual track."
99A5reksPts_000520,"fly, housefly buzzing",AV,True,0.8,"Insect buzzing can be heard clearly throughout the clip, and several flying insects (bees/flies) are visible around the wooden hive box."
99A5reksPts_000520,playing bass guitar,AV,False,1.0,There is no bass guitar being played visually or audibly in the video.
9VLCK2iTxhY_000240,pumping water,AV,True,0.9,"The video shows a water fountain with water actively flowing and cascading down the tiers, indicating the pump is working, and the sound of flowing and splashing water is clearly audible throughout the clip."
9QjGgc1UkkU_000044,car passing by,V,False,1.0,"The video is shot indoors in front of a fireplace, and no cars or roads are visible."
9QjGgc1UkkU_000044,helicopter,A,False,1.0,There is no sound of a helicopter; only the conga drumming is audible.
9PdzaYwgQBE_000030,wind noise,A,False,0.8,There is no sound of wind blowing or hitting the microphone in the audio; only the machine noise and the narrator's voice are audible.
9XHRHFTY0iU_000409,"bird chirping, tweeting",AV,False,1.0,"The video takes place indoors at a cheerleading event with a large crowd, and there are no birds visible or audible in the clip."
9AXxJYM4daU_000000,police car (siren),AV,False,0.9,"The siren of a police car or emergency vehicle is clearly audible throughout the clip, but the actual police car generating the siren sound is not visible in the frame."
9VMXgZ4ihTM_000138,lip smacking,AV,False,1.0,There is no lip smacking audible or visible in the video; the only sound is of footsteps walking on snow.
9WtK0gh4ugE_000030,civil defense siren,AV,False,1.0,"The siren sound is audible in the audio track, but the video track only shows a static image of orange flowers and does not contain any visual representation of a siren source."
9SZC5O-gwAI_000263,sea lion barking,A,False,0.9,"The sound heard in the video is a human vocalization mimicking a whale, rather than the distinctive barking of a sea lion."
9W1W43n9-3g_000037,chicken crowing,AV,False,1.0,"There are no chickens present in the video, nor is there any chicken crowing sound heard in the audio track. The video features two men demonstrating shaving techniques."
9OcAwC8y-eQ_000030,"vehicle horn, car horn, honking",AV,False,0.9,"The audio contains the sound of a backing-up alarm (intermittent beeps) and tractor engines, but there is no vehicle horn or honking sound heard or visually shown in the video."
9WtDINM2mNc_000237,planing timber,AV,False,1.0,The video shows a mechanic inspecting a car engine in an auto workshop; there is no timber planing occurring visually or audibly.
9WtDINM2mNc_000237,tractor digging,A,False,1.0,"The only engine sound is that of a stationary car engine running inside a garage, not a tractor digging."
9XfmOHbHniE_000018,orchestra,AV,False,1.0,"There is no orchestra visible in the video, nor is there any orchestral music heard in the audio track."
9ZYj5toEbGA_000000,playing zither,A,False,1.0,The audio only contains the sounds of skateboards rolling and grinding on concrete and rails; there is no zither music playing.
9PmzQI8ZYpg_000030,wind noise,A,False,1.0,The audio only contains the mechanical humming and operation sounds of the sewing machine. There is no wind noise present in the clip.
9KxwnbkRskU_000000,opening or closing car doors,AV,True,1.0,The video shows and plays the sound of train doors opening from 00:00 to 00:03 and closing from 00:05 to 00:09.
98DR68euGmo_000079,"bird chirping, tweeting",A,True,0.9,Distant high-pitched bird chirps and tweets are audible in the background throughout the video.
98DR68euGmo_000079,bird squawking,AV,True,0.95,"The guinea fowls shown in the video are making loud, harsh squawking sounds."
98DR68euGmo_000079,turkey gobbling,AV,False,0.95,"The birds pictured are guinea fowls and chickens, not turkeys, and no turkey gobbling sound is heard."
9Vg_aX3jhjU_000020,playing bassoon,AV,False,1.0,"There is no bassoon being played in this video. The audio consists of a radio dispatch message, DTMF tones, and a loud emergency siren, while the visual shows a rotating storm warning siren against a clear blue sky."
9R6XN9-Z27U_000030,sheep bleating,AV,False,0.9,"The animal in the video is a goat, not a sheep, and the vocalizations heard are goat grunts and bleats, not sheep bleating."
9YSvwsbk9Dw_000040,ocean burbling,AV,False,1.0,"The video shows a powerful waterfall, not the ocean, and the sound is of rushing waterfall torrents rather than ocean burbling."
9YSvwsbk9Dw_000040,"rowboat, canoe, kayak rowing",A,False,1.0,There is no sound of rowing or oars in the water; only the loud roaring of the waterfall and people talking can be heard.
9RNvMneZR7U_000697,"male speech, man speaking",A,False,1.0,"There is no human speech or speaking of any kind in the audio track; only game sound effects, bowling sounds, and background music are audible."
9WWZUjBE5HA_000079,"bird chirping, tweeting",A,False,1.0,There is no sound of birds chirping or tweeting in the audio track.
9WWZUjBE5HA_000079,cattle mooing,V,False,1.0,There are no cattle visible in the video; only a man playing billiards is shown.
9WWZUjBE5HA_000079,cheetah chirrup,V,False,1.0,There is no cheetah visible in the video.
9WWZUjBE5HA_000079,cow lowing,V,False,1.0,There are no cows visible in the video.
9L2apEHg93I_000028,"child speech, kid speaking",AV,False,0.9,"The child is laughing, giggling, and squealing, but is not speaking or babbling words."
9L2apEHg93I_000028,people belly laughing,AV,True,0.95,"Both the child and the woman are laughing heartily, which is clearly audible and visible in the video."
97aoiaWwRVk_000020,orchestra,AV,False,1.0,"There is no orchestra playing or visible in the video clip; the soundtrack contains a train passing, spoken dialogue, a car horn, and a pop/hip-hop song, while the visuals show a train, a couple in a bedroom, and a woman on a phone."
97aoiaWwRVk_000020,playing erhu,AV,False,1.0,There is no erhu being played visually or audibly in the video.
97aoiaWwRVk_000020,playing oboe,AV,False,1.0,There is no oboe being played visually or audibly in the video.
97aoiaWwRVk_000020,squishing water,AV,False,1.0,There is no squishing water sound or visual representation of squishing water in the video.
9TkW1M_ZRr0_000030,"race car, auto racing",V,False,0.9,"The video shows a passenger car doing donuts and a burnout in a parking lot, which is drift or stunt driving, not auto racing, and the vehicle is not a race car."
9gp9FpidesQ_000030,wind noise,A,True,0.9,The audio contains a noticeable low-frequency rumble caused by wind blowing against the microphone throughout the video clip.
9Vj1UPzlrTc_000030,playing piano,AV,False,0.9,"The instrument being played is a harpsichord, not a piano. Both the visual appearance (highly decorated Baroque keyboard instrument) and the acoustic sound (plucked strings rather than hammered strings) characterize a harpsichord."
9ZBaKqh-Bmk_000131,"alligators, crocodiles hissing",AV,True,0.95,"The low rumbling, vibrating, and hissing sounds of the alligators are clearly audible, and several alligators are visible on screen, some of which are producing these sounds."
9ZBaKqh-Bmk_000131,"male speech, man speaking",A,False,1.0,There is no human speech in the audio of this video clip; only the low bellowing and hissing sounds of alligators are heard.
9ZClVJ2V7bA_000022,cell phone buzzing,AV,False,1.0,There is no cell phone buzzing sound or vibration visual in the video clip; the user only navigates the menu with button clicks and beeps.
9_L9CXHPd9M_000100,"motorboat, speedboat acceleration",AV,False,1.0,"The video shows a sailboat propelled by wind, and there is no sound or sight of a motorboat or speedboat engine accelerating."
9WXz_4FvZCw_000069,mynah bird singing,AV,False,0.95,"The birds visible and audible in the video are captive canaries/finches, not mynah birds, which are larger, dark-feathered birds with distinctive calls."
9WXz_4FvZCw_000069,warbler chirping,AV,False,0.95,"The birds in the cage are domestic canaries, not wild warblers, and their appearance and chirping sounds do not match those of a warbler."
9WXz_4FvZCw_000069,wood thrush calling,AV,False,0.95,"The birds are domestic canaries rather than wood thrushes, and the distinct, flute-like song of a wood thrush is not heard in the audio."
9e6oA02wk94_000020,"male speech, man speaking",A,False,1.0,There is no speech or talking of any kind in the audio track; only the sound of a singing bowl is heard.
9e6oA02wk94_000020,playing harmonica,V,False,1.0,"The instrument shown being played is a singing bowl, not a harmonica."
9WClEjrr_RA_000027,"bird chirping, tweeting",AV,True,1.0,"The bird is clearly visible on the branch moving its beak as it sings, and its chirping/tweeting song is clearly audible throughout the clip."
9WClEjrr_RA_000027,mynah bird singing,AV,False,1.0,"The bird in the video is a nightingale (or a similar small passerine bird), not a mynah bird, which has a very different physical appearance (typically larger, darker body, often with yellow facial skin or beak)."
9b3P0ERIZ-c_000053,wind noise,A,True,0.8,"There is a distinct rushing wind noise audible throughout the video, especially in the beginning as the camera is near the open car window while moving."
9dttk1IPs3o_000597,playing trombone,AV,False,1.0,"The instrument shown and heard is a bassoon, not a trombone."
